Location,Year,Date,CTT,CTP,COD,CER,WCER
Kolkata,2020,24-09-2020,218.249995,166.000002,9.59999979,43.199999,-9999
Kolkata,2020,25-09-2020,210.079995,211.300003,73.6299984,34.0999992,17.0699996
Kolkata,2020,26-09-2020,219.009995,442.000007,28.3799994,32.6099993,20.1799995
Kolkata,2020,27-09-2020,298.609993,962.500014,-9999,-9999,16.8999996
Kolkata,2020,28-09-2020,286.009994,832.300012,1.93999996,29.8099993,18.4199996
Kolkata,2020,29-09-2020,-9999,265.200004,-9999,-9999,-9999
Kolkata,2020,30-09-2020,232.539995,336.100005,4.93999989,25.8299994,15.9599996
Bangalore,2016,01-06-2016,277.459994,173.100003,2.96999993,-9999,18.2099996
Bangalore,2016,02-06-2016,209.379995,155.100002,6.41999986,15.6399997,12.3499997
Bangalore,2016,03-06-2016,206.879995,136.200002,2.24999995,34.5699992,17.5199996
Bangalore,2016,04-06-2016,202.479995,158.600002,3.33999993,27.8899994,22.6099995
Bangalore,2016,05-06-2016,224.789995,240.100004,3.76999992,32.2099993,19.1899996
Bangalore,2016,06-06-2016,259.289994,261.000004,3.06999993,25.7299994,15.2299997
Bangalore,2016,07-06-2016,207.609995,151.900002,2.61999994,28.1599994,21.0399995
Bangalore,2016,08-06-2016,-9999,143.200002,-9999,-9999,-9999
Bangalore,2016,09-06-2016,263.059994,457.200007,6.91999985,13.0399997,13.9099997
Bangalore,2016,10-06-2016,243.599995,468.800007,15.9299996,39.4599991,13.5999997
Bangalore,2016,11-06-2016,261.879994,617.200009,7.20999984,18.5999996,11.8899997
Bangalore,2016,12-06-2016,284.359994,671.00001,6.62999985,26.5099994,14.5199997
Bangalore,2016,13-06-2016,245.709995,441.200007,10.6999998,24.8299994,17.6199996
Bangalore,2016,14-06-2016,293.149993,724.200011,10.1899998,-9999,13.0899997
Bangalore,2016,15-06-2016,265.539994,298.900004,2.68999994,23.3599995,11.7399997
Bangalore,2016,16-06-2016,217.019995,218.400003,2.18999995,24.5299995,14.2599997
Bangalore,2016,17-06-2016,208.859995,156.900002,3.77999992,24.2899995,17.4599996
Bangalore,2016,18-06-2016,201.199996,212.900003,5.14999988,11.8799997,16.1899996
Bangalore,2016,19-06-2016,227.749995,217.500003,7.97999982,23.3299995,15.4999997
Bangalore,2016,20-06-2016,225.099995,203.200003,3.40999992,31.1199993,18.9899996
Bangalore,2016,21-06-2016,219.779995,203.200003,8.29999981,20.6399995,13.7499997
Bangalore,2016,22-06-2016,279.729994,365.700005,4.4699999,30.2799993,12.1499997
Bangalore,2016,23-06-2016,225.279995,233.400003,8.48999981,22.4199995,19.8499996
Bangalore,2016,24-06-2016,-9999,156.400002,-9999,-9999,-9999
Bangalore,2016,25-06-2016,222.879995,197.200003,10.5799998,10.5299998,14.1699997
Bangalore,2016,26-06-2016,225.239995,194.200003,19.5999996,24.4299995,13.7599997
Bangalore,2016,27-06-2016,249.759994,292.000004,16.2599996,9.28999979,13.0199997
Bangalore,2016,28-06-2016,255.749994,269.200004,25.5999994,15.5599997,17.0599996
Bangalore,2016,29-06-2016,236.489995,226.300003,28.6599994,36.0799992,20.3099995
Bangalore,2016,30-06-2016,244.209995,278.400004,19.5399996,40.0599991,21.8599995
Bangalore,2016,01-07-2016,277.509994,291.800004,7.76999983,14.6899997,12.7799997
Bangalore,2016,02-07-2016,277.039994,692.40001,11.5699997,18.1099996,10.7399998
Bangalore,2016,03-07-2016,195.419996,156.600002,3.90999991,23.2299995,-9999
Bangalore,2016,04-07-2016,219.239995,169.900003,6.67999985,20.1199996,19.1299996
Bangalore,2016,05-07-2016,200.349996,156.200002,5.88999987,20.0699996,-9999
Bangalore,2016,06-07-2016,208.209995,170.800003,10.9999998,14.7199997,15.7299996
Bangalore,2016,07-07-2016,252.069994,328.100005,16.0299996,19.0999996,14.2299997
Bangalore,2016,08-07-2016,234.569995,255.500004,14.2899997,13.0399997,18.3099996
Bangalore,2016,09-07-2016,219.089995,192.200003,9.42999979,21.1799995,17.5199996
Bangalore,2016,10-07-2016,-9999,138.800002,-9999,-9999,-9999
Bangalore,2016,11-07-2016,221.209995,216.500003,8.7599998,20.7099995,21.2299995
Bangalore,2016,12-07-2016,273.389994,609.000009,16.4399996,24.0099995,11.5199997
Bangalore,2016,13-07-2016,293.269993,823.000012,9.31999979,-9999,10.1599998
Bangalore,2016,14-07-2016,295.269993,610.600009,6.76999985,-9999,11.3099997
Bangalore,2016,15-07-2016,247.189994,285.900004,5.21999988,17.8199996,12.3099997
Bangalore,2016,16-07-2016,214.769995,175.900003,3.34999993,23.0399995,19.2299996
Bangalore,2016,17-07-2016,217.669995,177.400003,4.4599999,18.2099996,17.7999996
Bangalore,2016,18-07-2016,278.979994,698.60001,8.00999982,14.5299997,13.1999997
Bangalore,2016,19-07-2016,201.589995,205.800003,3.41999992,26.1099994,-9999
Bangalore,2016,20-07-2016,223.409995,219.000003,5.79999987,21.1999995,11.5899997
Bangalore,2016,21-07-2016,245.789995,256.100004,10.6199998,32.9799993,14.0999997
Bangalore,2016,22-07-2016,206.479995,150.600002,6.69999985,15.0699997,15.4599997
Bangalore,2016,23-07-2016,211.279995,174.700003,6.81999985,20.9899995,15.2999997
Bangalore,2016,24-07-2016,208.629995,151.800002,3.12999993,26.4299994,13.6299997
Bangalore,2016,25-07-2016,245.559995,423.600006,2.23999995,26.1499994,16.0799996
Bangalore,2016,26-07-2016,-9999,284.400004,-9999,-9999,-9999
Bangalore,2016,27-07-2016,232.339995,276.300004,4.84999989,24.0599995,13.9999997
Bangalore,2016,28-07-2016,279.539994,287.400004,5.43999988,33.4599993,14.4399997
Bangalore,2016,29-07-2016,217.989995,266.000004,12.8699997,35.4799992,29.2499993
Bangalore,2016,30-07-2016,217.609995,206.600003,7.29999984,25.2399994,18.0899996
Bangalore,2016,31-07-2016,218.459995,229.000003,6.79999985,23.2699995,16.0799996
Bangalore,2016,01-08-2016,235.949995,268.300004,7.60999983,23.1399995,16.4199996
Bangalore,2016,02-08-2016,237.949995,443.500007,4.11999991,25.5399994,18.1499996
Bangalore,2016,03-08-2016,231.379995,256.200004,12.3899997,27.3599994,16.8499996
Bangalore,2016,04-08-2016,219.389995,164.000002,6.04999986,32.7899993,-9999
Bangalore,2016,05-08-2016,255.699994,387.200006,15.5199997,-9999,12.1299997
Bangalore,2016,06-08-2016,232.609995,308.400005,6.18999986,18.6399996,12.8099997
Bangalore,2016,07-08-2016,290.519994,662.20001,13.7899997,8.62999981,9.77999978
Bangalore,2016,08-08-2016,292.089993,728.700011,10.3699998,-9999,9.34999979
Bangalore,2016,09-08-2016,278.989994,347.500005,6.05999986,38.3199991,11.2099997
Bangalore,2016,10-08-2016,264.389994,574.900009,13.2499997,15.2199997,12.2899997
Bangalore,2016,11-08-2016,-9999,435.300006,-9999,-9999,-9999
Bangalore,2016,12-08-2016,256.539994,465.800007,8.42999981,10.9499998,9.92999978
Bangalore,2016,13-08-2016,265.539994,367.000005,11.2299997,19.7399996,14.1999997
Bangalore,2016,14-08-2016,249.689994,400.200006,15.9699996,16.0499996,12.9799997
Bangalore,2016,15-08-2016,241.299995,318.200005,14.0099997,17.4199996,13.6999997
Bangalore,2016,16-08-2016,263.669994,307.800005,11.4499997,9.56999979,12.1899997
Bangalore,2016,17-08-2016,211.369995,197.700003,8.9899998,16.8199996,14.7199997
Bangalore,2016,18-08-2016,281.469994,654.30001,5.33999988,12.4699997,14.0199997
Bangalore,2016,19-08-2016,291.489993,834.900012,15.1099997,-9999,10.0899998
Bangalore,2016,20-08-2016,285.839994,671.40001,2.81999994,23.3999995,14.4299997
Bangalore,2016,21-08-2016,242.159995,325.700005,3.33999993,12.8699997,16.9699996
Bangalore,2016,22-08-2016,214.599995,215.800003,2.40999995,25.4899994,16.4399996
Bangalore,2016,23-08-2016,248.009994,549.900008,5.04999989,15.7299996,11.3699997
Bangalore,2016,24-08-2016,286.109994,626.400009,14.1199997,30.6799993,10.1699998
Bangalore,2016,25-08-2016,214.689995,189.800003,6.32999986,20.3999995,13.2699997
Bangalore,2016,26-08-2016,217.689995,185.200003,6.93999984,22.4199995,24.0499995
Bangalore,2016,27-08-2016,-9999,297.300004,-9999,-9999,-9999
Bangalore,2016,28-08-2016,223.649995,285.200004,7.70999983,17.5299996,17.2199996
Bangalore,2016,29-08-2016,265.159994,361.900005,12.2799997,20.2299995,14.7299997
Bangalore,2016,30-08-2016,283.189994,474.700007,18.3799996,-9999,9.97999978
Bangalore,2016,31-08-2016,217.139995,196.300003,9.87999978,37.6899992,-9999
Bangalore,2016,01-09-2016,224.079995,187.300003,6.23999986,27.9199994,19.6699996
Bangalore,2016,02-09-2016,220.579995,205.300003,7.90999982,24.4899995,18.9999996
Bangalore,2016,03-09-2016,209.519995,185.800003,4.4399999,30.5899993,21.3999995
Bangalore,2016,04-09-2016,217.149995,187.100003,7.41999983,28.3599994,-9999
Bangalore,2016,05-09-2016,204.989995,146.600002,5.61999987,22.8399995,-9999
Bangalore,2016,06-09-2016,214.219995,200.500003,3.77999992,17.9699996,15.0699997
Bangalore,2016,07-09-2016,291.489993,597.500009,7.61999983,-9999,11.5499997
Bangalore,2016,08-09-2016,294.839993,805.500012,4.99999989,-9999,10.4099998
Bangalore,2016,09-09-2016,295.939993,832.000012,4.71999989,-9999,9.76999978
Bangalore,2016,10-09-2016,238.209995,288.000004,3.21999993,24.8299994,13.1099997
Bangalore,2016,11-09-2016,233.719995,256.500004,5.44999988,20.1699995,15.7699996
Bangalore,2016,12-09-2016,-9999,288.900004,-9999,-9999,-9999
Bangalore,2016,13-09-2016,238.409995,375.800006,4.6699999,17.3299996,10.6599998
Bangalore,2016,14-09-2016,209.179995,244.000004,3.68999992,28.0899994,19.0799996
Bangalore,2016,15-09-2016,255.829994,551.900008,7.13999984,30.5999993,14.1099997
Bangalore,2016,16-09-2016,247.039994,428.000006,13.6099997,26.8599994,15.2999997
Bangalore,2016,17-09-2016,233.169995,418.600006,6.28999986,29.9799993,15.5499997
Bangalore,2016,18-09-2016,289.219994,649.20001,10.2199998,-9999,11.2399997
Bangalore,2016,19-09-2016,298.189993,473.500007,0.949999979,-9999,16.7899996
Bangalore,2016,20-09-2016,211.659995,165.600002,3.89999991,24.4699995,16.6999996
Bangalore,2016,21-09-2016,248.399994,273.600004,3.89999991,40.8199991,15.2499997
Bangalore,2016,22-09-2016,277.189994,600.100009,11.4399997,12.4399997,11.7599997
Bangalore,2016,23-09-2016,207.159995,287.000004,9.46999979,19.2299996,14.8999997
Bangalore,2016,24-09-2016,256.409994,657.00001,27.8099994,8.62999981,15.3299997
Bangalore,2016,25-09-2016,285.829994,747.500011,22.4099995,-9999,11.5099997
Bangalore,2016,26-09-2016,277.679994,648.00001,20.9799995,9.89999978,11.3899997
Bangalore,2016,27-09-2016,223.659995,208.600003,4.5599999,31.9699993,22.9699995
Bangalore,2016,28-09-2016,-9999,250.100004,-9999,-9999,-9999
Bangalore,2016,29-09-2016,217.309995,171.600003,9.42999979,14.9999997,13.6899997
Bangalore,2016,30-09-2016,291.119993,365.200005,6.81999985,-9999,11.9799997
Bangalore,2017,01-06-2017,299.179993,644.20001,5.35999988,-9999,21.2599995
Bangalore,2017,02-06-2017,299.619993,436.200006,2.46999994,-9999,8.9499998
Bangalore,2017,03-06-2017,242.709995,346.900005,3.72999992,19.4099996,10.8899998
Bangalore,2017,04-06-2017,291.409993,401.200006,5.43999988,-9999,11.6299997
Bangalore,2017,05-06-2017,264.039994,499.900007,4.80999989,17.4499996,11.8299997
Bangalore,2017,06-06-2017,211.689995,147.400002,2.67999994,29.6399993,16.4599996
Bangalore,2017,07-06-2017,213.999995,227.700003,6.53999985,31.2999993,-9999
Bangalore,2017,08-06-2017,234.289995,280.500004,7.42999983,30.1099993,16.6399996
Bangalore,2017,09-06-2017,256.429994,272.000004,9.56999979,5.69999987,12.7799997
Bangalore,2017,10-06-2017,225.029995,213.700003,11.8599997,14.8999997,15.5499997
Bangalore,2017,11-06-2017,-9999,194.500003,-9999,-9999,-9999
Bangalore,2017,12-06-2017,235.089995,231.600003,9.97999978,40.0399991,24.0999995
Bangalore,2017,13-06-2017,217.319995,255.000004,16.3299996,17.5399996,12.7999997
Bangalore,2017,14-06-2017,236.829995,270.100004,8.21999982,7.37999984,12.3499997
Bangalore,2017,15-06-2017,215.619995,279.200004,5.18999988,27.5399994,19.6599996
Bangalore,2017,16-06-2017,206.609995,148.800002,5.75999987,28.3099994,-9999
Bangalore,2017,17-06-2017,238.549995,451.700007,6.39999986,27.5899994,19.0199996
Bangalore,2017,18-06-2017,294.989993,453.200007,2.34999995,-9999,8.58999981
Bangalore,2017,19-06-2017,222.489995,193.600003,6.45999986,33.7599992,-9999
Bangalore,2017,20-06-2017,219.529995,167.600002,4.6099999,16.9299996,11.3199997
Bangalore,2017,21-06-2017,231.339995,242.500004,4.69999989,17.9299996,15.6999996
Bangalore,2017,22-06-2017,226.819995,324.600005,4.3899999,30.8099993,17.1199996
Bangalore,2017,23-06-2017,293.409993,465.200007,9.50999979,-9999,10.2599998
Bangalore,2017,24-06-2017,235.509995,264.500004,10.5699998,32.4399993,16.9799996
Bangalore,2017,25-06-2017,211.459995,241.900004,5.21999988,27.5699994,20.9499995
Bangalore,2017,26-06-2017,240.869995,296.000004,13.6499997,21.2899995,19.7399996
Bangalore,2017,27-06-2017,-9999,230.000003,-9999,-9999,-9999
Bangalore,2017,28-06-2017,258.099994,379.800006,14.7599997,17.1399996,16.2799996
Bangalore,2017,29-06-2017,277.579994,343.800005,11.9099997,36.5499992,12.5299997
Bangalore,2017,30-06-2017,279.739994,474.800007,9.1599998,7.96999982,11.2599997
Bangalore,2017,01-07-2017,255.239994,336.800005,7.72999983,21.2399995,13.2499997
Bangalore,2017,02-07-2017,239.879995,247.800004,3.46999992,39.4099991,18.9999996
Bangalore,2017,03-07-2017,208.429995,168.400003,5.55999988,19.9499996,17.6199996
Bangalore,2017,04-07-2017,253.949994,238.900004,8.31999981,17.6699996,21.1999995
Bangalore,2017,05-07-2017,231.959995,330.000005,12.2999997,22.3499995,13.2899997
Bangalore,2017,06-07-2017,219.129995,173.500003,5.64999987,22.9199995,15.5999997
Bangalore,2017,07-07-2017,218.859995,192.200003,7.07999984,35.6899992,-9999
Bangalore,2017,08-07-2017,205.429995,173.500003,8.41999981,32.0299993,-9999
Bangalore,2017,09-07-2017,264.239994,490.900007,6.55999985,18.6999996,12.0999997
Bangalore,2017,10-07-2017,242.219995,349.200005,7.92999982,22.7999995,13.0799997
Bangalore,2017,11-07-2017,254.039994,244.500004,6.50999985,12.5799997,14.1099997
Bangalore,2017,12-07-2017,225.019995,214.600003,7.02999984,34.2799992,22.5299995
Bangalore,2017,13-07-2017,-9999,172.000003,-9999,-9999,-9999
Bangalore,2017,14-07-2017,228.889995,245.100004,12.5199997,32.6199993,14.2099997
Bangalore,2017,15-07-2017,216.229995,205.500003,13.3399997,30.0899993,13.1799997
Bangalore,2017,16-07-2017,258.379994,357.300005,16.9599996,18.1699996,13.0999997
Bangalore,2017,17-07-2017,215.699995,189.200003,5.76999987,36.0299992,-9999
Bangalore,2017,18-07-2017,209.439995,186.300003,9.23999979,16.8599996,17.4599996
Bangalore,2017,19-07-2017,247.749994,385.300006,15.9299996,21.5399995,15.5499997
Bangalore,2017,20-07-2017,248.999994,486.400007,17.1599996,13.8899997,16.1299996
Bangalore,2017,21-07-2017,282.969994,739.900011,16.5299996,23.8099995,10.5599998
Bangalore,2017,22-07-2017,282.449994,221.400003,9.64999978,20.2499995,13.4399997
Bangalore,2017,23-07-2017,289.839994,612.500009,14.0499997,-9999,8.7899998
Bangalore,2017,24-07-2017,235.769995,330.000005,9.56999979,15.5899997,11.0499998
Bangalore,2017,25-07-2017,249.559994,558.900008,4.6499999,16.4299996,10.7799998
Bangalore,2017,26-07-2017,221.189995,393.200006,7.25999984,25.9099994,12.2899997
Bangalore,2017,27-07-2017,295.459993,603.400009,4.23999991,-9999,10.0199998
Bangalore,2017,28-07-2017,288.089994,797.600012,6.74999985,30.8099993,11.8299997
Bangalore,2017,29-07-2017,-9999,395.900006,-9999,-9999,-9999
Bangalore,2017,30-07-2017,288.099994,637.400009,7.28999984,24.0999995,7.71999983
Bangalore,2017,31-07-2017,210.179995,153.500002,3.91999991,26.9799994,15.1099997
Bangalore,2017,01-08-2017,293.689993,576.900009,4.92999989,-9999,10.3599998
Bangalore,2017,02-08-2017,239.029995,420.400006,3.66999992,38.0399991,15.7899996
Bangalore,2017,03-08-2017,242.799995,254.500004,4.09999991,13.0899997,12.3999997
Bangalore,2017,04-08-2017,210.499995,182.300003,8.8199998,20.3399995,25.4899994
Bangalore,2017,05-08-2017,200.169996,289.300004,7.57999983,23.5299995,-9999
Bangalore,2017,06-08-2017,229.039995,273.000004,10.4799998,10.8299998,11.2799997
Bangalore,2017,07-08-2017,288.859994,213.200003,5.80999987,-9999,15.3499997
Bangalore,2017,08-08-2017,230.709995,263.900004,6.35999986,6.86999985,12.6899997
Bangalore,2017,09-08-2017,219.849995,167.000002,7.80999983,23.1699995,15.3599997
Bangalore,2017,10-08-2017,221.089995,196.400003,5.18999988,25.0299994,18.0199996
Bangalore,2017,11-08-2017,222.869995,192.200003,5.00999989,30.2299993,16.5399996
Bangalore,2017,12-08-2017,223.429995,189.500003,13.0499997,11.7699997,14.2099997
Bangalore,2017,13-08-2017,214.009995,175.000003,13.6699997,34.2099992,-9999
Bangalore,2017,14-08-2017,-9999,190.000003,-9999,-9999,-9999
Bangalore,2017,15-08-2017,228.189995,227.100003,3.93999991,32.7099993,17.4099996
Bangalore,2017,16-08-2017,284.949994,406.900006,5.06999989,-9999,15.1399997
Bangalore,2017,17-08-2017,218.389995,165.700002,4.97999989,28.0599994,22.7899995
Bangalore,2017,18-08-2017,246.499994,266.600004,7.89999982,29.2799993,16.0799996
Bangalore,2017,19-08-2017,231.869995,220.200003,5.97999987,17.3499996,17.2699996
Bangalore,2017,20-08-2017,262.329994,446.600007,8.46999981,34.1399992,17.2199996
Bangalore,2017,21-08-2017,284.559994,335.500005,17.0399996,-9999,13.2499997
Bangalore,2017,22-08-2017,251.849994,402.800006,6.72999985,26.2799994,17.0199996
Bangalore,2017,23-08-2017,279.469994,168.900003,5.39999988,-9999,17.5199996
Bangalore,2017,24-08-2017,223.449995,192.300003,11.2499997,41.4099991,-9999
Bangalore,2017,25-08-2017,208.639995,245.000004,12.0699997,39.8299991,-9999
Bangalore,2017,26-08-2017,276.829994,361.400005,10.2999998,-9999,11.8799997
Bangalore,2017,27-08-2017,217.789995,173.600003,6.75999985,23.6199995,19.2499996
Bangalore,2017,28-08-2017,197.799996,141.700002,13.1099997,22.0699995,-9999
Bangalore,2017,29-08-2017,217.969995,185.500003,9.0299998,22.4899995,23.6699995
Bangalore,2017,30-08-2017,-9999,223.300003,-9999,-9999,-9999
Bangalore,2017,31-08-2017,248.709994,429.000006,6.35999986,38.0499991,17.4099996
Bangalore,2017,01-09-2017,218.409995,446.500007,6.44999986,40.7599991,-9999
Bangalore,2017,02-09-2017,207.119995,140.100002,3.49999992,23.1899995,17.5499996
Bangalore,2017,03-09-2017,292.209993,571.900009,5.45999988,-9999,15.8699996
Bangalore,2017,04-09-2017,219.089995,349.500005,3.72999992,23.7899995,19.8899996
Bangalore,2017,05-09-2017,285.599994,651.30001,10.8199998,31.4599993,15.5599997
Bangalore,2017,06-09-2017,286.379994,272.500004,5.14999988,12.5599997,12.1799997
Bangalore,2017,07-09-2017,261.269994,585.500009,8.7299998,22.4199995,13.8399997
Bangalore,2017,08-09-2017,229.599995,274.600004,6.54999985,20.8499995,15.8099996
Bangalore,2017,09-09-2017,257.799994,350.000005,9.36999979,10.2099998,19.3699996
Bangalore,2017,10-09-2017,268.959994,665.00001,7.56999983,31.9099993,18.2599996
Bangalore,2017,11-09-2017,293.889993,790.000012,8.66999981,-9999,10.8199998
Bangalore,2017,12-09-2017,294.539993,716.400011,7.63999983,-9999,16.9199996
Bangalore,2017,13-09-2017,255.139994,504.200008,3.35999992,21.1299995,17.8299996
Bangalore,2017,14-09-2017,269.869994,631.300009,6.89999985,20.5899995,14.4599997
Bangalore,2017,15-09-2017,-9999,541.700008,-9999,-9999,-9999
Bangalore,2017,16-09-2017,243.919995,337.800005,9.34999979,25.8099994,14.7999997
Bangalore,2017,17-09-2017,221.029995,245.200004,11.4099997,31.9399993,16.2399996
Bangalore,2017,18-09-2017,270.899994,431.300006,12.6399997,30.7399993,16.2499996
Bangalore,2017,19-09-2017,261.809994,358.700005,14.1799997,34.1599992,16.4399996
Bangalore,2017,20-09-2017,286.889994,564.100008,11.1499998,-9999,12.5099997
Bangalore,2017,21-09-2017,265.059994,548.300008,9.92999978,21.1299995,12.5599997
Bangalore,2017,22-09-2017,234.619995,289.300004,2.11999995,28.3099994,19.5999996
Bangalore,2017,23-09-2017,249.429994,547.900008,9.30999979,50.0799989,8.67999981
Bangalore,2017,24-09-2017,288.409994,183.700003,5.24999988,-9999,10.8699998
Bangalore,2017,25-09-2017,227.139995,212.900003,6.44999986,32.9099993,20.1499995
Bangalore,2017,26-09-2017,224.149995,196.400003,3.96999991,32.8299993,19.4699996
Bangalore,2017,27-09-2017,212.049995,185.500003,5.99999987,31.4399993,-9999
Bangalore,2017,28-09-2017,220.159995,187.800003,10.1699998,14.8299997,14.2799997
Bangalore,2017,29-09-2017,217.949995,184.400003,6.76999985,26.1199994,22.2199995
Bangalore,2017,30-09-2017,213.349995,174.600003,5.49999988,26.9599994,17.8399996
Bangalore,2018,01-06-2018,208.959995,152.300002,4.12999991,23.8499995,17.3099996
Bangalore,2018,02-06-2018,246.009995,251.000004,8.39999981,23.8799995,11.7199997
Bangalore,2018,03-06-2018,252.389994,313.100005,3.00999993,27.0799994,16.5599996
Bangalore,2018,04-06-2018,280.089994,575.100009,5.72999987,-9999,14.2899997
Bangalore,2018,05-06-2018,260.459994,264.600004,3.52999992,19.1299996,13.0599997
Bangalore,2018,06-06-2018,279.099994,681.90001,8.20999982,31.9499993,12.2899997
Bangalore,2018,07-06-2018,-9999,209.700003,-9999,-9999,-9999
Bangalore,2018,08-06-2018,232.419995,219.700003,19.2599996,33.1599993,22.7399995
Bangalore,2018,09-06-2018,208.949995,209.200003,12.7999997,22.3099995,15.6099997
Bangalore,2018,10-06-2018,257.339994,536.400008,8.8399998,24.4599995,15.4999997
Bangalore,2018,11-06-2018,222.409995,190.400003,11.1999997,28.4499994,20.9999995
Bangalore,2018,12-06-2018,208.799995,304.100005,4.08999991,24.2699995,17.3899996
Bangalore,2018,13-06-2018,232.369995,286.700004,6.30999986,24.2499995,16.2799996
Bangalore,2018,14-06-2018,-9999,473.900007,-9999,-9999,-9999
Bangalore,2018,15-06-2018,275.569994,621.500009,5.28999988,38.6099991,14.2499997
Bangalore,2018,16-06-2018,232.609995,231.800003,3.66999992,31.6099993,17.7799996
Bangalore,2018,17-06-2018,241.859995,386.600006,3.97999991,24.0499995,17.5899996
Bangalore,2018,18-06-2018,291.019993,769.700011,6.54999985,-9999,14.3199997
Bangalore,2018,19-06-2018,292.199993,589.900009,9.1099998,-9999,12.2199997
Bangalore,2018,20-06-2018,249.019994,407.100006,8.32999981,19.1499996,16.4699996
Bangalore,2018,21-06-2018,278.309994,333.700005,12.5899997,-9999,12.5899997
Bangalore,2018,22-06-2018,222.549995,208.900003,8.61999981,25.1899994,14.8499997
Bangalore,2018,23-06-2018,-9999,272.200004,-9999,-9999,-9999
Bangalore,2018,24-06-2018,243.629995,384.600006,5.25999988,28.7999994,15.5799997
Bangalore,2018,25-06-2018,221.349995,225.300003,8.23999982,23.6499995,14.5199997
Bangalore,2018,26-06-2018,270.599994,373.200006,10.5099998,-9999,13.0799997
Bangalore,2018,27-06-2018,210.799995,160.300002,8.8699998,19.3899996,14.8999997
Bangalore,2018,28-06-2018,204.089995,173.100003,8.33999981,23.4699995,24.5099995
Bangalore,2018,29-06-2018,220.889995,203.100003,6.96999984,22.6799995,21.0299995
Bangalore,2018,30-06-2018,-9999,219.400003,-9999,-9999,-9999
Bangalore,2018,01-07-2018,217.759995,223.000003,2.40999995,30.2599993,20.4299995
Bangalore,2018,02-07-2018,291.189993,309.100005,4.4999999,29.0699994,15.3399997
Bangalore,2018,03-07-2018,224.599995,282.700004,3.41999992,27.0699994,19.7799996
Bangalore,2018,04-07-2018,209.509995,185.300003,4.3699999,21.9599995,15.6799996
Bangalore,2018,05-07-2018,289.209994,565.000008,3.65999992,20.4999995,12.1799997
Bangalore,2018,06-07-2018,218.449995,179.900003,6.24999986,28.7899994,23.7399995
Bangalore,2018,07-07-2018,205.279995,215.200003,10.1899998,31.5699993,23.9699995
Bangalore,2018,08-07-2018,214.759995,176.600003,12.3699997,32.2599993,24.0899995
Bangalore,2018,09-07-2018,-9999,220.700003,-9999,-9999,-9999
Bangalore,2018,10-07-2018,213.119995,164.100002,8.47999981,16.2699996,18.0999996
Bangalore,2018,11-07-2018,222.199995,205.700003,7.32999984,24.7699994,17.1799996
Bangalore,2018,12-07-2018,215.229995,171.300003,10.7799998,21.3599995,18.0799996
Bangalore,2018,13-07-2018,242.319995,305.000005,14.0699997,31.5699993,17.0499996
Bangalore,2018,14-07-2018,216.859995,197.600003,16.7199996,15.7199996,20.2699995
Bangalore,2018,15-07-2018,223.969995,208.200003,7.23999984,28.8099994,21.8599995
Bangalore,2018,16-07-2018,-9999,537.300008,-9999,-9999,-9999
Bangalore,2018,17-07-2018,251.809994,463.100007,20.7799995,40.0099991,14.3299997
Bangalore,2018,18-07-2018,278.549994,519.400008,15.4199997,-9999,11.9299997
Bangalore,2018,19-07-2018,270.899994,388.300006,13.9599997,35.8299992,17.4299996
Bangalore,2018,20-07-2018,212.029995,168.400003,10.2599998,19.1299996,14.4999997
Bangalore,2018,21-07-2018,200.609996,136.000002,11.6799997,19.0499996,-9999
Bangalore,2018,22-07-2018,207.089995,150.200002,9.42999979,11.6299997,14.6499997
Bangalore,2018,23-07-2018,239.889995,535.500008,22.9099995,14.8399997,15.9499996
Bangalore,2018,24-07-2018,285.479994,757.200011,21.4199995,-9999,12.1699997
Bangalore,2018,25-07-2018,-9999,256.900004,-9999,-9999,-9999
Bangalore,2018,26-07-2018,211.399995,271.600004,11.3299997,10.6399998,14.7699997
Bangalore,2018,27-07-2018,203.269995,181.600003,6.95999984,21.5499995,15.1499997
Bangalore,2018,28-07-2018,257.499994,313.300005,17.2099996,14.9899997,14.0599997
Bangalore,2018,29-07-2018,224.179995,276.900004,16.9199996,19.2599996,15.6499997
Bangalore,2018,30-07-2018,211.329995,194.100003,4.09999991,19.0799996,18.4099996
Bangalore,2018,31-07-2018,225.579995,233.000003,9.48999979,16.0499996,15.9299996
Bangalore,2018,01-08-2018,-9999,565.000008,-9999,-9999,-9999
Bangalore,2018,02-08-2018,277.089994,568.500008,10.0099998,17.4699996,10.5499998
Bangalore,2018,03-08-2018,224.639995,341.200005,7.52999983,31.2899993,15.5499997
Bangalore,2018,04-08-2018,266.369994,481.600007,9.45999979,8.8299998,12.3499997
Bangalore,2018,05-08-2018,266.179994,390.300006,9.20999979,16.9299996,11.6399997
Bangalore,2018,06-08-2018,262.979994,479.200007,8.27999981,12.8899997,13.3199997
Bangalore,2018,07-08-2018,217.959995,189.600003,12.9299997,21.3699995,21.6399995
Bangalore,2018,08-08-2018,209.349995,252.600004,8.7999998,21.2799995,17.0399996
Bangalore,2018,09-08-2018,284.019994,730.900011,12.8499997,-9999,12.3199997
Bangalore,2018,10-08-2018,-9999,291.700004,-9999,-9999,-9999
Bangalore,2018,11-08-2018,235.799995,257.300004,11.1399998,43.609999,22.8099995
Bangalore,2018,12-08-2018,220.149995,193.600003,9.79999978,31.7299993,14.4999997
